image_path,label
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0140.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_18_19_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_53_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0017.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0164.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0045.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0086.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0018.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0195.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0027.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0145.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0079.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0088.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_01_26_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_02_00_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0069.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_14_38_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_04_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0167.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0193.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0074.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0200.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_09_29_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0059.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_13_42_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0158.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0164.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0139.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0073.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0130.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0007.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0124.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0180.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_14_31_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_37_45_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_00_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0090.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0137.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_01_59_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_30_33_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0171.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0187.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0091.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0102.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_19_44_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0197.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_20_39_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0044.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0041.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0113.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0194.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0146.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_29_38_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0175.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0076.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0191.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0044.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_02_08_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0153.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_29_Pro (5).jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_02_10_0077.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0182.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0176.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_02_02_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0060.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0036.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0031.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0164.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0004.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0001.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0017.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0184.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0012.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_10_59_Pro (5).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0177.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0074.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0194.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_19_38_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_02_00_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_18_29_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0086.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0006.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0173.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0131.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0059.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_44_02_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_18_30_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0107.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0096.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0044.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_13_45_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0125.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_22_21_36_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_31_38_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0198.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0163.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0132.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_50_30_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0114.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_02_21_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0147.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_38_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0172.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0184.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0113.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0152.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0045.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0199.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0048.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0197.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0033.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0196.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0052.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0110.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0166.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0004.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0086.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_01_43_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0012.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0159.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0016.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0175.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0180.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0178.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0041.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0139.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0167.png,Palm
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_16_21_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_31_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_17_59_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0029.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0001.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0045.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0045.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_12_11_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0159.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0176.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_17_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0194.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0131.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0037.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0010.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0050.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0081.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_03_38_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0028.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0066.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_06_04_0054.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_01_53_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0064.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0042.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0020.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_50_28_Pro (4).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0190.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0032.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0183.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0091.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_18_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0175.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0153.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0011.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0152.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0091.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0002.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0020.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_44_32_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_44_37_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0164.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_12_18_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0142.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0076.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0081.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0032.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0158.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_18_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_02_10_0093.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_14_39_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0004.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0157.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0195.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0181.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0116.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0196.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0189.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0113.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_33_13_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0012.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0101.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0121.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0066.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0038.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_33_14_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0002.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0144.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0052.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0176.png,Fist
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_15_03_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_03_47_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_05_15_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0036.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0199.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_07_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_01_27_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_17_03_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0091.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0027.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0062.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0056.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0180.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_22_21_47_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0177.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0032.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0148.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_18_57_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0025.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_13_49_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0191.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0014.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0007.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0154.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0105.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0146.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0013.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_17_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_22_Pro (4).jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0135.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0187.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_08_10_0176.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0166.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_30_14_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0163.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0079.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0039.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_22_21_53_Pro (4).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_22_22_00_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_08_04_0194.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_02_10_0088.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0004.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_20_32_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0050.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0031.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0003.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0040.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_33_10_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0124.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0022.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0024.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0008.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0066.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0019.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0002.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_13_40_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_14_26_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_19_38_Pro (4).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_22_21_40_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_28_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0196.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_07_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_10_45_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0186.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0178.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0070.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0178.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_22_23_40_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0133.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0041.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0024.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_15_45_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_02_10_0164.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_06_01_0004.png,Palm
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_14_48_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_32_25_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_08_04_0117.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0165.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0097.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0070.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_12_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0036.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_32_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0055.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0047.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0159.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0164.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0014.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_33_05_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0001.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0016.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_05_06_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_18_16_Pro (3).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0145.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_19_59_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_38_03_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0057.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0025.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_32_01_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0127.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260216_23_49_17_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0087.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0128.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0126.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_20_27_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0010.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_05_06_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_20_39_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0058.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0192.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0079.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0079.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0133.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_13_54_Pro.jpg,Fist
